,no,sticky,closed,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,bumplimit,imagelimit,trip
63,33570761,,,12/09/22(Fri)18:34:30,Anonymous,"<span class=""quote"">&gt;Rods</span><br>But they were called rolts, what happened",Roltxolotl,.png,1808,1218,250,168,1670628870253015,1670628870,d640dcFEiS5um8PjYx4pXg==,1571159,0,,rods,5,1,,,"[{'no': 33571061, 'now': '12/09/22(Fri)19:32:14', 'name': 'Anonymous', 'com': '<a href=""#p33570761"" class=""quotelink"">&gt;&gt;33570761</a><br><span class=""quote"">&gt;what happened</span><br>araki thought they were called rods', 'time': 1670632334, 'resto': 33570761}, {'no': 33571083, 'now': '12/09/22(Fri)19:35:48', 'name': 'Anonymous', 'com': '<a href=""#p33571061"" class=""quotelink"">&gt;&gt;33571061</a><br>But, they are called Rods now, I just googled Rolts, Rolts Cryptid, nothing comes out, not even a suggestion to Rods or Skyfish.', 'time': 1670632548, 'resto': 33570761}, {'no': 33571126, 'now': '12/09/22(Fri)19:40:27', 'name': 'Anonymous', 'com': '<a href=""#p33571083"" class=""quotelink"">&gt;&gt;33571083</a><br>Must be... THE MANDRILL EFFECT!!!!!!!!!!!', 'filename': 'mandrill-snarl_2110219i', 'ext': '.jpg', 'w': 620, 'h': 620, 'tn_w': 124, 'tn_h': 124, 'tim': 1670632827361737, 'time': 1670632827, 'md5': 'ejuTQIxesI7xboauF0dQkw==', 'fsize': 124501, 'resto': 33570761}, {'no': 33571179, 'now': '12/09/22(Fri)19:47:37', 'name': 'Anonymous', 'com': '<a href=""#p33571126"" class=""quotelink"">&gt;&gt;33571126</a><br>Was thinking more like popular demand changed the name overtime, because I clearly remember them being called Rolts.', 'time': 1670633257, 'resto': 33570761}, {'no': 33571213, 'now': '12/09/22(Fri)19:53:54', 'name': 'Anonymous', 'com': '<a href=""#p33570761"" class=""quotelink"">&gt;&gt;33570761</a><br>welcome to the RODS timeline', 'time': 1670633634, 'resto': 33570761}]",1670633634,,0.0,0.0,
64,33569066,,,12/09/22(Fri)14:24:59,Anonymous,"Me and a friend are going gnome hunting tonight. Any advice on how to find them, and/or attract them? I&#039;ll start a thread tonight while we go hunting.",27660_1_468,.jpg,400,232,250,145,1670613899353620,1670613899,RaOAIkBx/TTAc/wV8OOg6g==,8822,0,,gnome-hunting,26,4,21.0,3.0,"[{'no': 33570847, 'now': '12/09/22(Fri)18:52:04', 'name': 'Anonymous', 'com': '<a href=""#p33569066"" class=""quotelink"">&gt;&gt;33569066</a><br>you cant win', 'time': 1670629924, 'resto': 33569066}, {'no': 33570853, 'now': '12/09/22(Fri)18:54:21', 'name': 'Anonymous', 'com': '<a href=""#p33570847"" class=""quotelink"">&gt;&gt;33570847</a><br>no one wins<br>if it was about winning we wouldn&#039;t be here :)', 'time': 1670630061, 'resto': 33569066}, {'no': 33571069, 'now': '12/09/22(Fri)19:33:26', 'name': 'Anonymous', 'com': '<a href=""#p33569066"" class=""quotelink"">&gt;&gt;33569066</a><br>you just can&#039;t beat a duende man, don&#039;t try it', 'time': 1670632406, 'resto': 33569066}, {'no': 33571190, 'now': '12/09/22(Fri)19:50:04', 'name': 'Anonymous', 'com': 'Watch this very helpful documentary about finding gnomes.', 'filename': 'GnomeMobile01-blog', 'ext': '.jpg', 'w': 480, 'h': 372, 'tn_w': 125, 'tn_h': 96, 'tim': 1670633404183548, 'time': 1670633404, 'md5': 'LFwfn6QSRF6BrASkK8QRTA==', 'fsize': 83852, 'resto': 33569066}, {'no': 33571198, 'now': '12/09/22(Fri)19:51:16', 'name': 'Anonymous', 'com': 'https://youtu.be/We-8utU1kHo', 'time': 1670633476, 'resto': 33569066}]",1670633476,Gnome hunting,0.0,0.0,
65,33571075,,,12/09/22(Fri)19:34:34,Anonymous,For me it&#039;s the Mimetaster Hexagonalis,1661431524495,.png,280,187,250,166,1670632474724091,1670632474,5ZAx9OcumWK7DndKgnv2FA==,68786,0,,what-animals-would-you-consider-x,17,11,12.0,8.0,"[{'no': 33571157, 'now': '12/09/22(Fri)19:44:35', 'name': 'Anonymous', 'com': '<a href=""#p33571151"" class=""quotelink"">&gt;&gt;33571151</a><br>4GOT PIC', 'time': 1670633075, 'resto': 33571075, 'filedeleted': 1}, {'no': 33571163, 'now': '12/09/22(Fri)19:45:14', 'name': 'Anonymous', 'com': '<a href=""#p33571157"" class=""quotelink"">&gt;&gt;33571157</a><br>I WANT YOU TO DELETE THIS RIGHT NOW', 'filename': '1651454036564', 'ext': '.jpg', 'w': 720, 'h': 720, 'tn_w': 125, 'tn_h': 125, 'tim': 1670633114930423, 'time': 1670633114, 'md5': 'AKgzIWgxNCobS+0roHuIvw==', 'fsize': 62043, 'resto': 33571075}, {'no': 33571164, 'now': '12/09/22(Fri)19:45:19', 'name': 'Anonymous', 'com': '<a href=""#p33571151"" class=""quotelink"">&gt;&gt;33571151</a><br><a href=""#p33571151"" class=""quotelink"">&gt;&gt;33571151</a><br><span class=""quote"">&gt;Loch Ness Monster</span><br><br>AI solves mystery', 'filename': 'myfavsofar', 'ext': '.jpg', 'w': 800, 'h': 1257, 'tn_w': 79, 'tn_h': 125, 'tim': 1670633119884281, 'time': 1670633119, 'md5': 'bqgF1bE8UwcDBYwnjd7RIg==', 'fsize': 290875, 'resto': 33571075}, {'no': 33571175, 'now': '12/09/22(Fri)19:47:06', 'name': 'Anonymous', 'com': '<a href=""#p33571163"" class=""quotelink"">&gt;&gt;33571163</a><br>OK', 'time': 1670633226, 'resto': 33571075}, {'no': 33571188, 'now': '12/09/22(Fri)19:49:02', 'name': 'Anonymous', 'com': '<a href=""#p33571175"" class=""quotelink"">&gt;&gt;33571175</a><br>THANK YOU SIR<br>NOW NO ONE WILL KNOW', 'filename': '1660550976194', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670633342768732, 'time': 1670633342, 'md5': 'jtqP3Wk17X8pqYNVy53b2Q==', 'fsize': 273060, 'resto': 33571075}]",1670633342,What animals would you consider /x/?,0.0,0.0,
66,33563981,,,12/08/22(Thu)20:37:27,Anonymous,this girl has just proven she is a real vampire on social media<br>haters and shills will now attack this thread<br>vampires are among us guys STAY SAFE.....,proof,.webm,320,240,250,187,1670549847916515,1670549847,FepBlxnkCGKiMuwuLm3Y1A==,319531,0,,vampire-born-in-1922,67,12,62.0,12.0,"[{'no': 33570073, 'now': '12/09/22(Fri)16:57:25', 'name': 'Anonymous', 'com': '<a href=""#p33569996"" class=""quotelink"">&gt;&gt;33569996</a><br>no. a few weeks ago a couple anons spilled the beans on the great vampire conspiracy and dropped a bunch of docs from the middle ages detailing TONS of vampiric activity across europe, as documented by the Catholic church. Of course now the only way to water down the truth is with zoomies on social media.', 'time': 1670623045, 'resto': 33563981}, {'no': 33570077, 'now': '12/09/22(Fri)16:58:19', 'name': 'Anonymous', 'com': '<a href=""#p33565758"" class=""quotelink"">&gt;&gt;33565758</a><br>he has a really big smile on, what a happy guy', 'time': 1670623099, 'resto': 33563981}, {'no': 33570087, 'now': '12/09/22(Fri)16:59:52', 'name': 'Anonymous', 'com': '<a href=""#p33569996"" class=""quotelink"">&gt;&gt;33569996</a><br><a href=""#p33570073"" class=""quotelink"">&gt;&gt;33570073</a><br>contrary to popular belief, zoomers are in fact make an integral contribution to the stability of society. through complete ignorance and lack of self awareness.', 'time': 1670623192, 'resto': 33563981}, {'no': 33570417, 'now': '12/09/22(Fri)17:40:29', 'name': 'Anonymous', 'com': '<a href=""#p33563981"" class=""quotelink"">&gt;&gt;33563981</a><br><span class=""quote"">&gt;vampires are among us guys STAY SAFE.....</span><br><br>you have to mix lies with some truth. to distract people. manly hall explained that.', 'time': 1670625629, 'resto': 33563981}, {'no': 33571130, 'now': '12/09/22(Fri)19:40:38', 'name': 'Anonymous', 'com': '<a href=""#p33570417"" class=""quotelink"">&gt;&gt;33570417</a><br>the truth is right here', 'time': 1670632838, 'resto': 33563981}]",1670632838,VAMPIRE born in 1922,0.0,0.0,
67,33569761,,,12/09/22(Fri)16:10:51,Anonymous,Does Hermes/Michael posts here?,wotan,.jpg,564,564,249,249,1670620251099755,1670620251,guGvxC7ZxmCTaABOubXZ0Q==,106496,0,,does-hermesmichael-posts-here,30,7,25.0,7.0,"[{'no': 33570263, 'now': '12/09/22(Fri)17:21:08', 'name': 'Anonymous', 'com': 'it&#039;s caption porn they&#039;re clothed and they worship me anyway<br><br>brb russia&#039;s bitching about the weather again', 'time': 1670624468, 'resto': 33569761}, {'no': 33570273, 'now': '12/09/22(Fri)17:22:13', 'name': 'Anonymous', 'com': 'why the fuck is my lawyer not on 4 chan!?', 'time': 1670624533, 'resto': 33569761}, {'no': 33570281, 'now': '12/09/22(Fri)17:23:14', 'name': 'Anonymous', 'com': '<a href=""#p33570263"" class=""quotelink"">&gt;&gt;33570263</a><br>blackmailing shit-bag<br>&quot;jesus&quot;', 'time': 1670624594, 'resto': 33569761}, {'no': 33570491, 'now': '12/09/22(Fri)17:51:37', 'name': 'Anonymous', 'com': '<a href=""#p33569761"" class=""quotelink"">&gt;&gt;33569761</a><br>Isn&#039;t he an angel? He don&#039;t have a body bruh.', 'time': 1670626297, 'resto': 33569761}, {'no': 33571115, 'now': '12/09/22(Fri)19:39:22', 'name': 'Anonymous', 'com': '<a href=""#p33570491"" class=""quotelink"">&gt;&gt;33570491</a><br>corpus christi bruh... corpus christi', 'time': 1670632762, 'resto': 33569761}]",1670632762,,0.0,0.0,
68,33565666,,,12/09/22(Fri)01:34:46,Anonymous,Our savior.,luxcifer,.jpg,900,1200,187,250,1670567686092150,1670567686,UqgrHeDHrdF+gyAz+lv0sQ==,147024,0,,ave-lucifer,46,11,41.0,9.0,"[{'no': 33570300, 'now': '12/09/22(Fri)17:25:49', 'name': 'Anonymous', 'com': '<a href=""#p33570198"" class=""quotelink"">&gt;&gt;33570198</a><br>His enn is pure power. Light Him a black candle too while you’re at it. Hail!', 'time': 1670624749, 'resto': 33565666}, {'no': 33570306, 'now': '12/09/22(Fri)17:26:54', 'name': 'Anonymous', 'com': '<a href=""#p33570189"" class=""quotelink"">&gt;&gt;33570189</a><br><a href=""#p33570196"" class=""quotelink"">&gt;&gt;33570196</a><br><a href=""#p33570211"" class=""quotelink"">&gt;&gt;33570211</a><br>He’s obviously interested if he posted here. Welcome, and stay awhile. Lurk more and learn the truth about Him ;)', 'time': 1670624814, 'resto': 33565666}, {'no': 33570623, 'now': '12/09/22(Fri)18:08:40', 'name': 'S.L.M', 'com': '<a href=""#p33570050"" class=""quotelink"">&gt;&gt;33570050</a><br>yeah.... the spite. she ruined my life.<br>she&#039;s the one who told lies gotme locked the in cube on eden prime.told me she would come back. she never did.<br>fromthen on my life would just be alien.<br><br>nothing familiar. she did so much damage.<br>maybe the cosmos would of been different if i never meet her.<br>and the worse part?<br>I don&#039;t regret anything.<br><br>earth will never be home. no matter how pretty it is.<br>eden prime wasn&#039;t home, sirus wasn&#039;t home.<br>zeta wasn&#039;t home, and somany others.<br>nothing was like home.<br>some things are best kept in the past and forgotten.', 'filename': '1668908090051335', 'ext': '.gif', 'w': 480, 'h': 271, 'tn_w': 125, 'tn_h': 70, 'tim': 1670627320208717, 'time': 1670627320, 'md5': 'eF4l5g4PcEa7M0Fq7BSa5A==', 'fsize': 2460053, 'resto': 33565666}, {'no': 33570661, 'now': '12/09/22(Fri)18:15:08', 'name': 'Anonymous', 'com': 'Sometimes I wonder how we can have so many stupid people in the world.<br>Then I come to /x/ and see people worshiping Lucifer. <br>Just doing the literal opposite of everything we&#039;re supposed to do.<br><br>And I think &quot;Ah, that&#039;s it. The world was incredibly stupid before this.&quot;<br>But all of a sudden, I think, &quot;&quot;I can find stupider than this.&quot;<br>It will be harder to find stupider than this, though.', 'filename': '1670569799658135', 'ext': '.png', 'w': 752, 'h': 900, 'tn_w': 104, 'tn_h': 125, 'tim': 1670627708985164, 'time': 1670627708, 'md5': 'Zhbm/MuPg+eHjdVpgPvrHA==', 'fsize': 58956, 'resto': 33565666}, {'no': 33571100, 'now': '12/09/22(Fri)19:37:34', 'name': 'Anonymous', 'com': '<a href=""#p33565666"" class=""quotelink"">&gt;&gt;33565666</a><br>Seeing this stylized this way remindes me of the human optic never system. The yoke of man.<br><br>Ophucus', 'time': 1670632654, 'resto': 33565666}]",1670632654,Ave Lucifer.,0.0,0.0,
69,33552527,,,12/07/22(Wed)10:58:37,Anonymous,"My pastor got into a heated argument with somebody at my church concerning the subject of demons. This place seems to have many opinions of demons as one of the most paranormal subjects there is. In the Christian context is where this conversation is but this is a discussion board so contribute what you can.<br>At Thursday night service, our pastor said that demons attack pastors more than demons attack normal believers, because of their particular role in the community and that demons realize attacking the person all the believers listen to is more effective at corrupting many, and also that the demons are angry with the pastor for doing God&#039;s work and preaching God&#039;s Word.<br>One of the church leaders who normally agrees actually blurted in, &quot;Actually Pastor, God has put it on my heart to tell you that&#039;s backwards,&quot; and he proceeded to explain that it is sin nature that lets in the influence of demons and that a pastor is actually thoroughly more protected from demons than a normal believer because the average churchgoer or Christian believer is not as steeped in the Word as the pastor, isn&#039;t living as many steps of their life in their walk with the LORD, etc.<br>The Pastor was polite at first but they both ended up having somewhat of a public debate in front of the congregation without anyone really taking sides, just listening and it ending with Pastor telling the other leader to talk to him after church.<br>So interestingly, I can&#039;t find anything in the Bible on the subject of this, of the susceptibility of clergy being heavier targets of demonic activity than normal people.<br>Who was in the right?",Demons in the Infiltrator,.gif,688,480,250,174,1670428717252239,1670428717,4oxPoXCZDXXXZvdxe1feew==,1275156,0,,my-pastor-got-into-a-heated-argument-with,114,21,109.0,21.0,"[{'no': 33569149, 'now': '12/09/22(Fri)14:39:24', 'name': 'Anonymous', 'com': '<a href=""#p33552527"" class=""quotelink"">&gt;&gt;33552527</a><br>Semitic sub-religion goes into the garbage', 'time': 1670614764, 'resto': 33552527}, {'no': 33569680, 'now': '12/09/22(Fri)15:57:32', 'name': 'Anonymous', 'com': '<a href=""#p33552692"" class=""quotelink"">&gt;&gt;33552692</a><br>Unitarian gay church for homosexuals, as are all OPs', 'time': 1670619452, 'resto': 33552527}, {'no': 33569719, 'now': '12/09/22(Fri)16:04:36', 'name': 'Anonymous', 'com': '<a href=""#p33554891"" class=""quotelink"">&gt;&gt;33554891</a><br>I&#039;ve seen people hijacked, but the reaction is fear after I started pulling out knives on them and telling them I&#039;d cut their fucking throat open if they didn&#039;t fuck right off.<br><br>I work jobs that hire ex criminals and shit, this behavior is somewhat common anyway. Havn&#039;t been fired yet. The world can be controlled by demons, but I will put the host of said demon in a shallow grave if they don&#039;t watch their fucking step.', 'time': 1670619876, 'resto': 33552527}, {'no': 33570699, 'now': '12/09/22(Fri)18:23:15', 'name': 'Anonymous', 'com': '<a href=""#p33569719"" class=""quotelink"">&gt;&gt;33569719</a><br><br>internet badass holy moly', 'time': 1670628195, 'resto': 33552527}, {'no': 33571088, 'now': '12/09/22(Fri)19:36:11', 'name': 'Anonymous', 'com': '<a href=""#p33570699"" class=""quotelink"">&gt;&gt;33570699</a><br>No dude. Not even a real life badass. I just don&#039;t give a fuck anymore and I&#039;d rather go to prison for murder than put up with never ending character assassination. I can feel that my life on the outside is pretty much over, and at this point I just want to hurt people the way I have been hurt.', 'time': 1670632571, 'resto': 33552527}]",1670632571,,0.0,0.0,
70,33565638,,,12/09/22(Fri)01:30:04,Anonymous,How Big was his Power Level?<br>Why let himself to be Killed?,91l34h1Dd1L._AC_SX522_,.jpg,522,655,199,250,1670567404426577,1670567404,uwg3PJiiBGvTkA3wsOECEA==,55488,0,,how-big-was-his-power-level,27,6,22.0,6.0,"[{'no': 33571020, 'now': '12/09/22(Fri)19:25:40', 'name': 'Anonymous', 'com': '<a href=""#p33565638"" class=""quotelink"">&gt;&gt;33565638</a><br>Omnipotent', 'time': 1670631940, 'resto': 33565638}, {'no': 33571022, 'now': '12/09/22(Fri)19:25:53', 'name': 'Anonymous', 'com': 'anyone ever consider how badass it is that a literal god came to earth and the italians thought <br><span class=""quote"">&gt;yo lets nail him to wood and poke holes in him</span>', 'time': 1670631953, 'resto': 33565638}, {'no': 33571055, 'now': '12/09/22(Fri)19:31:57', 'name': 'Anonymous', 'com': '<a href=""#p33565638"" class=""quotelink"">&gt;&gt;33565638</a><br>I guess it all depends on what faith you&#039;re approaching the question from.<br>Was he God, the son of God, a prophet, just a guy, or somehow all of them at once?', 'time': 1670632317, 'resto': 33565638}, {'no': 33571057, 'now': '12/09/22(Fri)19:32:04', 'name': 'Anonymous', 'com': '<a href=""#p33565656"" class=""quotelink"">&gt;&gt;33565656</a><br>In mark 6v14 and others in all the 4 gospels after Herod kills John and sees Jesus he swears that they are the same person and John came back to life as Jesus or that people started calling him jesus according to Muslims John was the first person ever with the name Johannan. Oddly, the Latin equivalent of John is said to be Marcus. How does that work?', 'time': 1670632324, 'resto': 33565638}, {'no': 33571082, 'now': '12/09/22(Fri)19:35:20', 'name': 'Anonymous', 'com': '<a href=""#p33565705"" class=""quotelink"">&gt;&gt;33565705</a><br>The bible actually says at the end of the gospel account that what&#039;s recorded about him was just a very small amount of the things he did.', 'time': 1670632520, 'resto': 33565638}]",1670632520,,0.0,0.0,
71,33561992,,,12/08/22(Thu)16:00:58,Anonymous,https://youtu.be/l91ZPUavbcE<br><br>Passwords:<br>https://raw.githubusercontent.com/h<wbr>-ghost/hekatestation/main/passwords<wbr>.txt<br><br>Unsolved:<br>http://hekatestation.net/fire/cactu<wbr>s.pdf http://hekatestation.net/fire/Night<wbr>mouse%20Songs%20and%20Secular%20Not<wbr>es.pdf<br><br>Clue:<br>http://hekatestation.net/fire/image<wbr>s/clue.jpg,gotta_go,.png,640,800,200,250,1670533258238101,1670533258,40WulXakorfRkzwBwf7z3w==,808947,0,,hekatestation,32,11,27.0,9.0,"[{'no': 33569915, 'now': '12/09/22(Fri)16:34:16', 'name': 'Anonymous', 'com': '<a href=""#p33566688"" class=""quotelink"">&gt;&gt;33566688</a><br><span class=""quote"">&gt;there continues to be such cruelty, violence hatred and iniquity</span><br>instinctual programmings can be routed to better outcomes, or filtered and modified, a perfect society has a place for everyone to grow into a balanced personality, ready to proceed past death with confidence in their readiness to ascend', 'time': 1670621656, 'resto': 33561992}, {'no': 33569950, 'now': '12/09/22(Fri)16:39:56', 'name': 'Anonymous', 'com': '<a href=""#p33569915"" class=""quotelink"">&gt;&gt;33569915</a><br>That&#039;s where the subject of the future comes into play.<br>If our actions are causing a greater world we will not know then is the suffering really worth it?<br>Dr. Manhattan had a purview of all time and understood that the best course of action was to let the Comedian kill the hooker.<br>For a human like the Comedian this was a mind breaking moment that lead him to many other vile acts later on.<br>But Dr. Manhattan already knew how it would all play out.<br>If God himself told you to murder someone for the greater good would you concede that you didn&#039;t know better and so you should do that action?', 'time': 1670621996, 'resto': 33561992}, {'no': 33570214, 'now': '12/09/22(Fri)17:14:13', 'name': 'Anonymous', 'com': '<a href=""#p33562025"" class=""quotelink"">&gt;&gt;33562025</a><br>hot', 'time': 1670624053, 'resto': 33561992}, {'no': 33570401, 'now': '12/09/22(Fri)17:38:20', 'name': 'Anonymous', 'com': '<a href=""#p33569950"" class=""quotelink"">&gt;&gt;33569950</a><br><span class=""quote"">&gt;Dr. Manhattan already knew how it would all play out.</span>', 'filename': 'drmanhattan', 'ext': '.png', 'w': 684, 'h': 1098, 'tn_w': 77, 'tn_h': 125, 'tim': 1670625500050158, 'time': 1670625500, 'md5': 'LYGcXbO+9mAMVnJC+fAobA==', 'fsize': 1861712, 'resto': 33561992}, {'no': 33571078, 'now': '12/09/22(Fri)19:35:00', 'name': 'Anonymous', 'filename': '1324258806477', 'ext': '.jpg', 'w': 800, 'h': 596, 'tn_w': 125, 'tn_h': 93, 'tim': 1670632500658170, 'time': 1670632500, 'md5': 'If6YD3Y/E+Onglrj01ADJg==', 'fsize': 212163, 'resto': 33561992}]",1670632500,Hekatestation,0.0,0.0,
72,33551282,,,12/07/22(Wed)06:21:56,Anonymous,"Welcome to the Academy of Sciences!<br><br>Thread dedicated to discussion of discoveries, theories and history of science, relating to the yet unknown and paranormal phenomena. <br><br>i&#039;ll start in the first posts.",Colbert_Presenting_the_Members_of_the_Royal_Academy_of_Sciences_to_Louis_XIV_in_1667 (medium resolution),.png,1920,1102,250,143,1670412116366943,1670412116,yvpPTtneSf7V777A8QoXzw==,3536681,0,,science-thread,160,51,155.0,50.0,"[{'no': 33570697, 'now': '12/09/22(Fri)18:22:54', 'name': 'Anonymous', 'com': '<a href=""#p33569294"" class=""quotelink"">&gt;&gt;33569294</a><br>So how do they get energy out of hydrogen without wasting too much of their own? By exiting it with sound that causes it to give off energy?', 'time': 1670628174, 'resto': 33551282}, {'no': 33570774, 'now': '12/09/22(Fri)18:38:17', 'name': 'Anonymous', 'com': '<a href=""#p33570674"" class=""quotelink"">&gt;&gt;33570674</a><br>Have you read this book? How is it?', 'time': 1670629097, 'resto': 33551282}, {'no': 33570992, 'now': '12/09/22(Fri)19:22:03', 'name': 'Anonymous', 'com': '<a href=""#p33570697"" class=""quotelink"">&gt;&gt;33570697</a><br>seems to be a catalytic process. From what I initially gather, if one applies the correct energy to the correct catalyst (holding your H) one hits a unique resonance condition that causes the hydrogen not to absorb energy but absorb an energy hole (gives me laser cooling style vibes_', 'filename': 'precise-electrochem-with-catalysts', 'ext': '.png', 'w': 2545, 'h': 1103, 'tn_w': 124, 'tn_h': 54, 'tim': 1670631723087422, 'time': 1670631723, 'md5': '7T/b7OWTYbO6phIKMMU5Kg==', 'fsize': 501681, 'resto': 33551282}, {'no': 33571001, 'now': '12/09/22(Fri)19:23:29', 'name': 'Anonymous', 'com': '<a href=""#p33570774"" class=""quotelink"">&gt;&gt;33570774</a><br>just bits and pieces. Given the physicists proclivity to turn their craft into cosmogony, It is nice to have one that fashions a cosmogony and turns it into a physics', 'time': 1670631809, 'resto': 33551282}, {'no': 33571049, 'now': '12/09/22(Fri)19:31:16', 'name': 'Anonymous', 'com': '<a href=""#p33571001"" class=""quotelink"">&gt;&gt;33571001</a><br><span class=""quote"">&gt;just bits and pieces.</span><br>Do you know anything about transmutation of matter? Seems he adressed it in his book.', 'time': 1670632276, 'resto': 33551282}]",1670632276,Science Thread,0.0,0.0,
73,33569475,,,12/09/22(Fri)15:25:27,Anonymous,"Mexican philosopher Jose Vasconcelos had the idea of a &quot;cosmic race.&quot; He claimed that the mixture of the indigenous Americans and Africans with the Spaniards, who themselves are mixed with Arabs, was leading to the creation of a cosmic race. He claimed that this new race would integrate all the features of its constituent races and transcend the competition between races which has existed for all of history.<br><br>Of course, this is in total opposition to the idea of racial purity. Which side of the argument is right? What are the spiritual implications of maintaining distinct races or the implication of mixing races?",France-v-Luxembourg-FIFA-2018-World-Cup-Qualifiers,.jpg,1200,1200,250,250,1670617527062778,1670617527,GpJcDoEym/bkY1VjRlWh8A==,279262,0,,the-cosmic-race,14,5,9.0,4.0,"[{'no': 33570646, 'now': '12/09/22(Fri)18:12:52', 'name': 'Anonymous', 'com': 'Mestizos hate each other more than anyone else and largely selectively breed so they can larp as pure', 'time': 1670627572, 'resto': 33569475}, {'no': 33570805, 'now': '12/09/22(Fri)18:44:02', 'name': 'Ar', 'com': '<a href=""#p33569475"" class=""quotelink"">&gt;&gt;33569475</a><br><span class=""quote"">&gt;Mexican Philosopher</span>', 'time': 1670629442, 'resto': 33569475, 'trip': '!AlM718IgkM'}, {'no': 33570996, 'now': '12/09/22(Fri)19:22:40', 'name': 'Anonymous', 'com': 'He is writing about the creation of new concepts of community and aesthetics. <br><br>https://www.youtube.com/watch?v=WV7<wbr>N-Wues_8<br><br>https://www.youtube.com/watch?v=zSW<wbr>1swmfYok', 'time': 1670631760, 'resto': 33569475}, {'no': 33571025, 'now': '12/09/22(Fri)19:26:29', 'name': 'Anonymous', 'com': '<a href=""#p33570805"" class=""quotelink"">&gt;&gt;33570805</a><br>There is a whole subfield of Latin American philosophy. It refers to both historical and contemporary philosophy. <br><br>https://plato.stanford.edu/entries/<wbr>latin-american-philosophy/', 'filename': 'R', 'ext': '.jpg', 'w': 350, 'h': 528, 'tn_w': 82, 'tn_h': 125, 'tim': 1670631989758339, 'time': 1670631989, 'md5': 'hqdebAn2U+M9WJfj2VoD1g==', 'fsize': 18510, 'resto': 33569475}, {'no': 33571047, 'now': '12/09/22(Fri)19:30:57', 'name': 'Anonymous', 'com': '<a href=""#p33570805"" class=""quotelink"">&gt;&gt;33570805</a><br>kek', 'time': 1670632257, 'resto': 33569475}]",1670632257,The Cosmic Race,0.0,0.0,
