,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,trip
10,8224790,12/11/22(Sun)23:28:15,Anonymous,,F9E01D19-D20F-42EF-A345-7AA6C14C5B32,.jpg,828,725,250,218,1670819295547198,1670819295,T0eUPStVRMrd4jCs56az9Q==,227792,0,0,0,is-dax-harwood-the-most-pathetic-man-in-wrestling,27,3,22.0,3.0,"[{'no': 8225484, 'now': '12/12/22(Mon)01:46:14', 'name': 'Anonymous', 'com': '<a href=""#p8225317"" class=""quotelink"">&gt;&gt;8225317</a><br><span class=""quote"">&gt;Cash is just as much of a faggot, he’s just not as obnoxious. </span><br>This. He won&#039;t shut up about his stepdad raping him', 'time': 1670827574, 'resto': 8224790}, {'no': 8225563, 'now': '12/12/22(Mon)02:17:19', 'name': 'Anonymous', 'com': '<a href=""#p8225403"" class=""quotelink"">&gt;&gt;8225403</a><br>Yes, you absolute faggot. It says everything about what a weak dog Cash Wheeler actually is. If he had any balls whatsoever he would have hit him before everyone else had already tackled him to the ground.', 'time': 1670829439, 'resto': 8224790}, {'no': 8225637, 'now': '12/12/22(Mon)02:52:14', 'name': 'Anonymous', 'com': '<a href=""#p8225232"" class=""quotelink"">&gt;&gt;8225232</a><br>Bucks and FTR are both actual trash', 'time': 1670831534, 'resto': 8224790}, {'no': 8226149, 'now': '12/12/22(Mon)06:03:57', 'name': 'Anonymous', 'com': '<a href=""#p8224790"" class=""quotelink"">&gt;&gt;8224790</a><br>Yeah probably', 'time': 1670843037, 'resto': 8224790}, {'no': 8226346, 'now': '12/12/22(Mon)07:12:35', 'name': 'Anonymous', 'com': '<a href=""#p8225403"" class=""quotelink"">&gt;&gt;8225403</a><br>why did the old school tough guys need to team up to beat a scrawny nerd in a rhasta hat?', 'time': 1670847155, 'resto': 8224790}]",1670847155,Is Dax Harwood the most pathetic man in wrestling?,
11,8226323,12/12/22(Mon)07:06:27,Anonymous,,intro-import,.jpg,780,583,250,186,1670846787610240,1670846787,Ky9NvffwAolAL6xHK0idMA==,69127,0,0,0,why-tony-didnt-reach-out-to-anthem,2,0,,,"[{'no': 8226326, 'now': '12/12/22(Mon)07:08:36', 'name': 'Anonymous', 'com': '<a href=""#p8226323"" class=""quotelink"">&gt;&gt;8226323</a><br>impact/TNA is beyond saving at this point, anything related to it is an anti draw. its worse than starting from scratch due to the negative connotations around it', 'time': 1670846916, 'resto': 8226323}, {'no': 8226344, 'now': '12/12/22(Mon)07:12:19', 'name': 'Anonymous', 'com': '<a href=""#p8226323"" class=""quotelink"">&gt;&gt;8226323</a><br>who would he want? name 5 people on the impact roster good enough to be on an aew main card', 'time': 1670847139, 'resto': 8226323}]",1670847139,Why Tony didn&#039;t reach out to Anthem?,
12,8222934,12/11/22(Sun)19:25:45,Anonymous,they are almost below the boob,Zelina Vega,.jpg,427,933,114,250,1670804745039764,1670804745,XKDQFjUZaWgnfZ+4i7rRTg==,88063,0,0,0,whats-up-with-zelina-vegas-nipples,21,3,16.0,3.0,"[{'no': 8225167, 'now': '12/12/22(Mon)00:25:16', 'name': 'Anonymous', 'com': '<a href=""#p8223439"" class=""quotelink"">&gt;&gt;8223439</a><br>la goblina..', 'time': 1670822716, 'resto': 8222934}, {'no': 8225176, 'now': '12/12/22(Mon)00:27:25', 'name': 'Anonymous', 'com': '<a href=""#p8222953"" class=""quotelink"">&gt;&gt;8222953</a><br>Lmao when did this happen', 'time': 1670822845, 'resto': 8222934}, {'no': 8225215, 'now': '12/12/22(Mon)00:36:38', 'name': 'Anonymous', 'com': '<a href=""#p8225176"" class=""quotelink"">&gt;&gt;8225176</a><br>Was in Tommy Dreamers House of Hardcore following the &quot;Wazzup Up&quot; spot<br><br>https://www.youtube.com/watch?v=xuE<wbr>I5KT-RCM', 'time': 1670823398, 'resto': 8222934}, {'no': 8225261, 'now': '12/12/22(Mon)00:46:51', 'name': 'Anonymous', 'com': '<a href=""#p8225215"" class=""quotelink"">&gt;&gt;8225215</a><br>Kek based.', 'time': 1670824011, 'resto': 8222934}, {'no': 8226341, 'now': '12/12/22(Mon)07:11:39', 'name': 'Anonymous', 'com': '<a href=""#p8223439"" class=""quotelink"">&gt;&gt;8223439</a><br>thanks<br>that&#039;s nasty', 'time': 1670847099, 'resto': 8222934}]",1670847099,What&#039;s up with Zelina Vega&#039;s nipples?,
13,8218664,12/11/22(Sun)09:07:19,Anonymous,"<span class=""quote"">&gt;$10 a month</span><br><br>LMAO",logo,.png,293,172,250,146,1670767639539167,1670767639,lLCLHba0gUGXNUpMm4tOFA==,6212,0,0,0,10-a-month,119,10,114.0,10.0,"[{'no': 8226310, 'now': '12/12/22(Mon)07:02:08', 'name': 'Anonymous', 'com': '<a href=""#p8225273"" class=""quotelink"">&gt;&gt;8225273</a><br>I&#039;ll take 1 RoH match over a dozen WWE ones for the same price.', 'time': 1670846528, 'resto': 8218664}, {'no': 8226312, 'now': '12/12/22(Mon)07:03:09', 'name': 'Anonymous', 'com': '<a href=""#p8225645"" class=""quotelink"">&gt;&gt;8225645</a><br>tony kwab', 'time': 1670846589, 'resto': 8218664}, {'no': 8226320, 'now': '12/12/22(Mon)07:04:47', 'name': 'Anonymous', 'com': '<a href=""#p8218664"" class=""quotelink"">&gt;&gt;8218664</a><br>Imagine being poor and not being able to afford ten bucks a month. Oof', 'time': 1670846687, 'resto': 8218664}, {'no': 8226322, 'now': '12/12/22(Mon)07:05:29', 'name': 'Anonymous', 'com': '<a href=""#p8226310"" class=""quotelink"">&gt;&gt;8226310</a><br>yes, the problem is youre one of like 14 people who would do this.<br>thats why it makes no money', 'time': 1670846729, 'resto': 8218664}, {'no': 8226340, 'now': '12/12/22(Mon)07:11:38', 'name': 'Anonymous', 'com': '<a href=""#p8219031"" class=""quotelink"">&gt;&gt;8219031</a><br>TNA sold the tape library years ago', 'time': 1670847098, 'resto': 8218664}]",1670847098,,
14,8225677,12/12/22(Mon)03:07:40,Anonymous,"ITT: We predict the e-drone cope when Sasha shows up in AEW on January 11th.<br><br><span class=""quote"">&gt;I...I never liked her anyway!</span><br><span class=""quote"">&gt;She was a headache backstage!</span><br><span class=""quote"">&gt;She&#039;s a botch machine!</span><br><span class=""quote"">&gt;AEW got the worst horsewomen, I swear!</span>",sasha-banks-wwe-1,.jpg,1200,1200,250,250,1670832460823585,1670832460,nU+eepbPK+n/3zfSAG2aeQ==,148139,0,0,0,itt-we-predict-the-edrone-cope-when-sasha-shows,31,16,26.0,12.0,"[{'no': 8225907, 'now': '12/12/22(Mon)04:34:42', 'name': 'Anonymous', 'com': '<a href=""#p8225902"" class=""quotelink"">&gt;&gt;8225902</a>', 'filename': 'sashit', 'ext': '.png', 'w': 982, 'h': 1066, 'tn_w': 115, 'tn_h': 125, 'tim': 1670837682816580, 'time': 1670837682, 'md5': 'r6Y4wnbSZzK7+jqTE1A3Gg==', 'fsize': 1367717, 'resto': 8225677}, {'no': 8225920, 'now': '12/12/22(Mon)04:39:44', 'name': 'Anonymous', 'com': '<a href=""#p8225905"" class=""quotelink"">&gt;&gt;8225905</a><br>ya seethe?', 'filename': 'four-horsewomen', 'ext': '.png', 'w': 1200, 'h': 1200, 'tn_w': 125, 'tn_h': 125, 'tim': 1670837984706215, 'time': 1670837984, 'md5': 'esI47uSDT/sWKC1bMoW/nw==', 'fsize': 607070, 'resto': 8225677}, {'no': 8225924, 'now': '12/12/22(Mon)04:41:17', 'name': 'Anonymous', 'com': '<a href=""#p8225907"" class=""quotelink"">&gt;&gt;8225907</a>', 'filename': '1658899887514', 'ext': '.jpg', 'w': 233, 'h': 307, 'tn_w': 94, 'tn_h': 125, 'tim': 1670838077830048, 'time': 1670838077, 'md5': '7HSwYQiXrwTGBSaKhv6v3Q==', 'fsize': 13528, 'resto': 8225677}, {'no': 8226019, 'now': '12/12/22(Mon)05:29:10', 'name': 'Anonymous', 'com': '<a href=""#p8225711"" class=""quotelink"">&gt;&gt;8225711</a><br><span class=""quote"">&gt;people</span>', 'filename': '1618473410296', 'ext': '.gif', 'w': 343, 'h': 319, 'tn_w': 124, 'tn_h': 116, 'tim': 1670840950706996, 'time': 1670840950, 'md5': '9ejRLKWMBs5ZeDq1RvpU4g==', 'fsize': 2365622, 'resto': 8225677}, {'no': 8226336, 'now': '12/12/22(Mon)07:10:56', 'name': 'Anonymous', 'com': 'I know you’re fresh from /wew/ but we’ve all hated sasha here since at least 2017. Besides sashaschizo, but he barely counts as a person', 'time': 1670847056, 'resto': 8225677}]",1670847056,,
15,8225267,12/12/22(Mon)00:48:00,Anonymous,AEWtists trying to cancel Briscoes again,demboys,.png,756,782,241,250,1670824080046024,1670824080,m+joMvpyzO1tQFsfN55gOg==,642983,0,0,0,aewtists-trying-to-cancel-briscoes-again,53,12,48.0,11.0,"[{'no': 8226207, 'now': '12/12/22(Mon)06:25:23', 'name': 'Anonymous', 'com': 'can you guys just exchange numbers and stop bumping threads with your trite shit?', 'time': 1670844323, 'resto': 8225267}, {'no': 8226217, 'now': '12/12/22(Mon)06:28:48', 'name': 'Anonymous', 'com': '<a href=""#p8225390"" class=""quotelink"">&gt;&gt;8225390</a><br>Those hoodies look comfy. Can I cop one from Pro Wrestling Tees?', 'time': 1670844528, 'resto': 8225267}, {'no': 8226251, 'now': '12/12/22(Mon)06:45:12', 'name': 'Anonymous', 'com': '<a href=""#p8226205"" class=""quotelink"">&gt;&gt;8226205</a><br>I&#039;m sure an unhinged joshicon is just rolling in pussy.<br><br><a href=""#p8226207"" class=""quotelink"">&gt;&gt;8226207</a><br>The fool calls everyone ojama.', 'time': 1670845512, 'resto': 8225267}, {'no': 8226327, 'now': '12/12/22(Mon)07:08:38', 'name': 'Anonymous', 'com': '<a href=""#p8226087"" class=""quotelink"">&gt;&gt;8226087</a><br>Nah, his active career in WWE happened at a time when political correctness was less of a dogmatic cult and normal people didn&#039;t really care unless you were like a massive outspoken racist. I don&#039;t think they would&#039;ve hired him in 2022 just like they wouldn&#039;t hire Dem Boys for the same optics', 'filename': 'union shatters', 'ext': '.jpg', 'w': 500, 'h': 721, 'tn_w': 86, 'tn_h': 125, 'tim': 1670846918869676, 'time': 1670846918, 'md5': 'beG+FAPMO8upArfN1O6JxQ==', 'fsize': 85982, 'resto': 8225267}, {'no': 8226335, 'now': '12/12/22(Mon)07:10:50', 'name': 'Anonymous', 'com': '<a href=""#p8225267"" class=""quotelink"">&gt;&gt;8225267</a><br>how do they expect to cancel every right wing wrestler<br>almost 50 percent of americans are/were trump voting republicans<br><br>If they manage it soon they will get their wish of every wrestler being a 5&#039;8 onions boy, and then stop watching due to nobody having the personality to be a good heel', 'time': 1670847050, 'resto': 8225267}]",1670847050,,
16,8178086,12/07/22(Wed)09:52:49,Anonymous,"Discuss Gatoh Move, ChocoPro, OniPro, former Gatoh Move wrestlers, and Darejyo graduates here!<br>(Marvelous, Diana, and other small joshi promotions are fine too. AEW is absolutely forbidden.)<br><br><span class=""quote"">&gt;Links</span><br>https://www.fite.tv/vl/p/gatoh-move<wbr>/<br>https://www.youtube.com/channel/UC2<wbr>HtPsU4U7TNSv2mSbPkj0w<br><br>Last thread: <a href=""/pw/thread/8075039#p8075039"" class=""quotelink"">&gt;&gt;8075039</a><br><br>News:<br>12/13 Chris Brookes 15th anniversary show live on gtmv&#039;s youtube channel<br>Emi will be back on the 12/24 ChocoPro <br>12/28 Gatoh Move Arena Shin-kiba<br><span class=""quote"">&gt;Main event</span><br>Mei Suruga and Kaho Kobayashi vs Tae Honma and Hikari Shimizu",FOYDR6JUcAA6RcV,.jpg,1365,2048,166,250,1670424769782554,1670424769,fXc/r7mLtE+CZGJtKpN0WQ==,202071,0,0,0,gtmv-gatoh-move-general,215,60,210.0,58.0,"[{'no': 8225079, 'now': '12/12/22(Mon)00:10:30', 'name': 'Anonymous', 'filename': 'FfZvO_MWQAEAX2P', 'ext': '.jpg', 'w': 1536, 'h': 2048, 'tn_w': 93, 'tn_h': 125, 'tim': 1670821830906896, 'time': 1670821830, 'md5': '41YgUwfAIa1x/ZrJrod3Jg==', 'fsize': 601613, 'resto': 8178086}, {'no': 8225146, 'now': '12/12/22(Mon)00:21:58', 'name': 'Anonymous', 'com': '<a href=""#p8224242"" class=""quotelink"">&gt;&gt;8224242</a><br>Chie player did not become the MVP we hoped for.', 'time': 1670822518, 'resto': 8178086}, {'no': 8225203, 'now': '12/12/22(Mon)00:34:59', 'name': 'Anonymous', 'com': '<a href=""#p8224242"" class=""quotelink"">&gt;&gt;8224242</a><br>i dont even have this general pinned anymore. i just remember to check it out whenever i see it pop up in the board.', 'time': 1670823299, 'resto': 8178086}, {'no': 8225688, 'now': '12/12/22(Mon)03:09:39', 'name': 'Anonymous', 'filename': 'FjslCUnUYAAaF1W', 'ext': '.jpg', 'w': 682, 'h': 1024, 'tn_w': 83, 'tn_h': 125, 'tim': 1670832579887079, 'time': 1670832579, 'md5': 'S+6b9OWOmr948J9i1/guwA==', 'fsize': 101760, 'resto': 8178086}, {'no': 8226334, 'now': '12/12/22(Mon)07:10:43', 'name': 'Anonymous', 'com': 'Mei counterprogramming the GTMVX3 premiere kek<br>髪の毛切ったよ 明日の準備しよ! <br>https://youtu.be/9zNRfpGwtg4', 'time': 1670847043, 'resto': 8178086}]",1670847043,/gtmv/ - Gatoh Move General,
17,8225084,12/12/22(Mon)00:11:12,Anonymous,"<span class=""quote"">&gt;#30</span>",edge-2-696x392,.jpg,696,392,249,140,1670821872999184,1670821872,7JzsaPJrlEbwf4lzo7p1xw==,23715,0,0,0,30,3,0,,,"[{'no': 8225180, 'now': '12/12/22(Mon)00:28:22', 'name': 'Anonymous', 'com': '<a href=""#p8225084"" class=""quotelink"">&gt;&gt;8225084</a><br>BASED ALERT!!!!!!', 'time': 1670822902, 'resto': 8225084}, {'no': 8225233, 'now': '12/12/22(Mon)00:41:19', 'name': 'Anonymous', 'com': '<a href=""#p8225084"" class=""quotelink"">&gt;&gt;8225084</a><br><span class=""quote"">&gt;Hi there. Would you like to sign my petition?</span>', 'time': 1670823679, 'resto': 8225084}, {'no': 8226333, 'now': '12/12/22(Mon)07:10:38', 'name': 'Anonymous', 'com': '<a href=""#p8225084"" class=""quotelink"">&gt;&gt;8225084</a><br>https://www.youtube.com/watch?v=KYY<wbr>c4URupY0<br><br>you think you know him?', 'time': 1670847038, 'resto': 8225084}]",1670847038,,
18,8218919,12/11/22(Sun)10:12:58,Anonymous,.<br>https://www.youtube.com/watch?v=udQ<wbr>gyIHo_w0<br>.,stone-cold-stunner-santa-wwf,.gif,226,170,226,170,1670771578216796,1670771578,P06lGmI5JY13LuQ+0L/k0g==,1843230,0,0,0,itt-wrestling-christmas-moments,21,10,16.0,10.0,"[{'no': 8222896, 'now': '12/11/22(Sun)19:20:42', 'name': 'Anonymous', 'com': '<a href=""#p8222068"" class=""quotelink"">&gt;&gt;8222068</a><br>lmao', 'time': 1670804442, 'resto': 8218919}, {'no': 8223677, 'now': '12/11/22(Sun)20:52:47', 'name': 'Anonymous', 'com': '<a href=""#p8218919"" class=""quotelink"">&gt;&gt;8218919</a><br>kek based', 'time': 1670809967, 'resto': 8218919}, {'no': 8224048, 'now': '12/11/22(Sun)21:44:38', 'name': 'Anonymous', 'com': '<a href=""#p8218919"" class=""quotelink"">&gt;&gt;8218919</a><br>LMFAO', 'time': 1670813078, 'resto': 8218919}, {'no': 8225231, 'now': '12/12/22(Mon)00:40:46', 'name': 'Anonymous', 'com': 'Roddy piper attacking bobby heanan after he said Santa isn&#039;t real', 'time': 1670823646, 'resto': 8218919}, {'no': 8226331, 'now': '12/12/22(Mon)07:09:36', 'name': 'Anonymous', 'com': '<a href=""#p8225231"" class=""quotelink"">&gt;&gt;8225231</a><br>kek<br><br>https://www.youtube.com/watch?v=YLA<wbr>ueNtNzVY', 'time': 1670846976, 'resto': 8218919}]",1670846976,ITT: Wrestling Christmas Moments,
19,8223739,12/11/22(Sun)20:59:18,Anonymous,you may not enter unless you post a based theme song in this thread,door closed,.png,300,400,187,250,1670810358823435,1670810358,Aq4gGWjI43W+uyLk6Jhn+g==,78772,0,0,0,halt,32,6,27.0,6.0,"[{'no': 8226294, 'now': '12/12/22(Mon)06:58:06', 'name': 'Anonymous', 'com': '<a href=""#p8223739"" class=""quotelink"">&gt;&gt;8223739</a><br>AJ Styles, Evil Ways<br>https://youtu.be/niOM9zbIs4k', 'time': 1670846286, 'resto': 8223739}, {'no': 8226298, 'now': '12/12/22(Mon)06:59:07', 'name': 'Anonymous', 'com': '<a href=""#p8223739"" class=""quotelink"">&gt;&gt;8223739</a><br>Yo stop posting this smash mouth looking mother fucker.', 'time': 1670846347, 'resto': 8223739}, {'no': 8226302, 'now': '12/12/22(Mon)06:59:47', 'name': 'Anonymous', 'com': '<a href=""#p8223777"" class=""quotelink"">&gt;&gt;8223777</a><br>since you stole the one i wanted to post<br>https://www.youtube.com/watch?v=SwK<wbr>Jnq4_h1w', 'time': 1670846387, 'resto': 8223739}, {'no': 8226305, 'now': '12/12/22(Mon)07:00:53', 'name': 'Anonymous', 'com': '<a href=""#p8223739"" class=""quotelink"">&gt;&gt;8223739</a><br>https://www.youtube.com/watch?v=lgR<wbr>sAIe2M0g', 'time': 1670846453, 'resto': 8223739}, {'no': 8226330, 'now': '12/12/22(Mon)07:09:12', 'name': 'Anonymous', 'com': '<a href=""#p8223739"" class=""quotelink"">&gt;&gt;8223739</a><br>https://www.youtube.com/watch?v=fcm<wbr>pWasDvV8', 'time': 1670846952, 'resto': 8223739}]",1670846952,HALT,
20,8194781,12/08/22(Thu)19:45:38,Anonymous,"IYO tummy edition<br><br>Previous: <a href=""/pw/thread/8160025#p8160025"" class=""quotelink"">&gt;&gt;8160025</a><br><br>Social Media:<br>https://twitter.com/Iyo_SkyWWE<br>https://www.instagram.com/iyo_sky<br><br>Io&#039;s official blog:<br>https://lineblog.me/shirai_io/",1670024426498353,.jpg,588,988,148,250,1670546738951726,1670546738,L71ED7K2gXDF4fgKWp7+Sw==,135012,0,0,0,iyo-sky-thread,267,83,262.0,81.0,"[{'no': 8225578, 'now': '12/12/22(Mon)02:23:22', 'name': 'Anonymous', 'com': '<a href=""#p8224907"" class=""quotelink"">&gt;&gt;8224907</a><br>IYO&#039;s one weakness is super Bianca.', 'time': 1670829802, 'resto': 8194781}, {'no': 8225626, 'now': '12/12/22(Mon)02:48:43', 'name': 'Anonymous', 'com': '<a href=""#p8223928"" class=""quotelink"">&gt;&gt;8223928</a><br>Gotta love the GOAT baby', 'time': 1670831323, 'resto': 8194781}, {'no': 8225760, 'now': '12/12/22(Mon)03:38:18', 'name': 'Anonymous', 'com': '<a href=""#p8225626"" class=""quotelink"">&gt;&gt;8225626</a><br>Gotta love Iyo. Genius of the sky baby!', 'filename': '1670548652034200', 'ext': '.jpg', 'w': 500, 'h': 500, 'tn_w': 125, 'tn_h': 125, 'tim': 1670834298214343, 'time': 1670834298, 'md5': 'Ihn7P/m2Ayy547Ulb96q5Q==', 'fsize': 53090, 'resto': 8194781}, {'no': 8226178, 'now': '12/12/22(Mon)06:14:31', 'name': 'Anonymous', 'filename': 'Pq5TQG2Hlx07Ev3qjAiA010412015Bpi0E013 (1)', 'ext': '.webm', 'w': 852, 'h': 480, 'tn_w': 125, 'tn_h': 70, 'tim': 1670843671267685, 'time': 1670843671, 'md5': 'NsRNPVHL3IqQVTkBZwHV7w==', 'fsize': 1010719, 'resto': 8194781}, {'no': 8226325, 'now': '12/12/22(Mon)07:08:13', 'name': 'Anonymous', 'com': '<a href=""#p8225198"" class=""quotelink"">&gt;&gt;8225198</a><br>i know, scary stuff. good thing io knows to avoid those people know, especially considering how racist those right wing types are towards asian folks', 'time': 1670846893, 'resto': 8194781}]",1670846893,Iyo Sky thread,
21,8225784,12/12/22(Mon)03:46:13,Anonymous,"All I have is WWE and /pw/, should I do it bros?",1512446212256,.jpg,600,630,238,250,1670834773696000,1670834773,vIC2wi035hioc5RDG8A4Ow==,30729,0,0,0,all-i-have-is-wwe-and-pw-should-i-do-it-bros,4,0,,,"[{'no': 8225788, 'now': '12/12/22(Mon)03:47:26', 'name': 'Anonymous', 'com': '<a href=""#p8225784"" class=""quotelink"">&gt;&gt;8225784</a><br>No, you&#039;re based. gAyEWtists should do it.', 'time': 1670834846, 'resto': 8225784}, {'no': 8226106, 'now': '12/12/22(Mon)05:51:43', 'name': 'Anonymous', 'com': '<a href=""#p8225784"" class=""quotelink"">&gt;&gt;8225784</a><br>Watch NJPW.<br>Also don&#039;t be a faggot and give up be a man and make the changes needed to better your life. No ones gonna fix your shit except you. Unless you find your someone because when you have that kind of support it really washes these feelings away.<br>Don&#039;t give up Big Match John would not approve and you know this.', 'time': 1670842303, 'resto': 8225784}, {'no': 8226274, 'now': '12/12/22(Mon)06:52:13', 'name': 'Anonymous', 'com': '<a href=""#p8225784"" class=""quotelink"">&gt;&gt;8225784</a><br>watch tokyo joshi and have a reason to live again', 'time': 1670845933, 'resto': 8225784}, {'no': 8226321, 'now': '12/12/22(Mon)07:04:50', 'name': 'Anonymous', 'com': '<a href=""#p8225784"" class=""quotelink"">&gt;&gt;8225784</a><br>stop drinking and doing drugs. stop eating shit food. you will feel alive again eventually', 'time': 1670846690, 'resto': 8225784}]",1670846690,,
22,8225069,12/12/22(Mon)00:09:38,Anonymous,protagonist player,FjwHE4DacAA5BHK,.jpg,1536,2048,187,250,1670821778485840,1670821778,7cqCTQwVcieewY/tSt22ZQ==,391665,0,0,0,protagonist-player,18,5,13.0,4.0,"[{'no': 8225937, 'now': '12/12/22(Mon)04:48:39', 'name': 'Anonymous', 'com': '<a href=""#p8225927"" class=""quotelink"">&gt;&gt;8225927</a><br>She deserves to be punished because she couldn&#039;t finish the job', 'time': 1670838519, 'resto': 8225069}, {'no': 8225947, 'now': '12/12/22(Mon)04:53:31', 'name': 'Anonymous', 'com': '<a href=""#p8225069"" class=""quotelink"">&gt;&gt;8225069</a><br>ugly bucktooth rat', 'time': 1670838811, 'resto': 8225069}, {'no': 8225958, 'now': '12/12/22(Mon)04:57:42', 'name': 'Anonymous', 'com': 'I like Saya, I like her matches, I think she&#039;s incredibly cute, but I don&#039;t think she should be champion. Is that normal?', 'time': 1670839062, 'resto': 8225069}, {'no': 8226003, 'now': '12/12/22(Mon)05:20:46', 'name': 'Anonymous', 'com': '<a href=""#p8225927"" class=""quotelink"">&gt;&gt;8225927</a><br>She forced Mina to get a shiny new set of finners. We should be thanking Saya.', 'time': 1670840446, 'resto': 8225069}, {'no': 8226319, 'now': '12/12/22(Mon)07:04:28', 'name': 'Anonymous', 'com': 'Love this Phoenix.', 'filename': '20220413_095632', 'ext': '.jpg', 'w': 2048, 'h': 1365, 'tn_w': 125, 'tn_h': 83, 'tim': 1670846668395309, 'time': 1670846668, 'md5': 'USnHhUAZgSMsvbvbA3ZIaQ==', 'fsize': 252399, 'resto': 8225069}]",1670846668,,
23,8220639,12/11/22(Sun)14:25:15,Anonymous,WHAT. NO WAY. IT CAN&#039;T BE.,bloatley,.jpg,611,588,250,240,1670786715461481,1670786715,Re+w4jCw8sN07mSJbTPU+A==,58073,0,0,0,r-e-l-a-p-s-e,65,11,60.0,11.0,"[{'no': 8226283, 'now': '12/12/22(Mon)06:54:33', 'name': 'Anonymous', 'com': '<a href=""#p8221535"" class=""quotelink"">&gt;&gt;8221535</a><br>Most people are such bland losers that they need a drink to make them even remotely interesting.<br>Either that or they’re massive pussies who need to numb themselves so they don’t cry about how shit their life is', 'time': 1670846073, 'resto': 8220639}, {'no': 8226296, 'now': '12/12/22(Mon)06:58:23', 'name': 'Anonymous', 'com': '<a href=""#p8220729"" class=""quotelink"">&gt;&gt;8220729</a><br>dude has always been a mess, if you read anything about him he was fucked way before wwe took him on, not just booze<br>thats why its best to sign guys to the big leagues before theyve been indoctrinated into the backyard indie carny lifestyle.<br><br>i quit drinking a couple years ago and it was one of the best decisions i ever made, dont miss it one bit', 'time': 1670846303, 'resto': 8220639}, {'no': 8226301, 'now': '12/12/22(Mon)06:59:46', 'name': 'Anonymous', 'com': '<a href=""#p8222369"" class=""quotelink"">&gt;&gt;8222369</a><br>Renee didn&#039;t stop drinking+aew.<br>It&#039;s hard to stay sober when your partner isn&#039;t with you 100%. His vacation getting canceled and aew going to shit dosent help.', 'time': 1670846386, 'resto': 8220639}, {'no': 8226309, 'now': '12/12/22(Mon)07:01:57', 'name': 'Anonymous', 'com': '<a href=""#p8226296"" class=""quotelink"">&gt;&gt;8226296</a><br>Him drinking isnt news<br>the couple years of his career that he wasnt an alcy was newsworthy', 'time': 1670846517, 'resto': 8220639}, {'no': 8226315, 'now': '12/12/22(Mon)07:03:48', 'name': 'Anonymous', 'com': '<a href=""#p8223931"" class=""quotelink"">&gt;&gt;8223931</a><br>I don’t like mox or aew but this all checks out. I feel for him.', 'time': 1670846628, 'resto': 8220639}]",1670846628,R E L A P S E,
