,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,trip
65,8224436,12/11/22(Sun)22:41:17,Anonymous,"[Fantastic News!] Indian pro-wrestler and standout gaijin, Baliyan Akki(27), just arrived at JFK(74), He was greeted at the airport by his best friend and tag team partner Mei Suruga(23). <br><br>Baliyan is scheduled to make appearances in promotions on the east coast for the next 2 weeks until he ends his US(246) tour on AEW(3) Rampage and dark.",1667304864157,.webm,720,1280,140,250,1670816477903554,1670816477,TsznsBVami620QX6226ViQ==,2920391,0,0,0,fantastic-news-indian-prowrestler-and-standout,11,1,6.0,0.0,"[{'no': 8225323, 'now': '12/12/22(Mon)00:59:30', 'name': 'Anonymous', 'com': '<a href=""#p8224436"" class=""quotelink"">&gt;&gt;8224436</a><br><span class=""quote"">&gt;people think that tranny is doing anything less than getting pegged every night</span>', 'time': 1670824770, 'resto': 8224436}, {'no': 8225332, 'now': '12/12/22(Mon)01:01:00', 'name': 'Anonymous', 'com': '<a href=""#p8224589"" class=""quotelink"">&gt;&gt;8224589</a><br>based affectionate friend', 'time': 1670824860, 'resto': 8224436}, {'no': 8225345, 'now': '12/12/22(Mon)01:05:14', 'name': 'Anonymous', 'com': '<a href=""#p8224436"" class=""quotelink"">&gt;&gt;8224436</a><br>Fantastic news indeed.', 'time': 1670825114, 'resto': 8224436}, {'no': 8225350, 'now': '12/12/22(Mon)01:05:50', 'name': 'Anonymous', 'com': '<a href=""#p8224436"" class=""quotelink"">&gt;&gt;8224436</a>', 'filename': 'namaste', 'ext': '.png', 'w': 743, 'h': 559, 'tn_w': 124, 'tn_h': 94, 'tim': 1670825150200152, 'time': 1670825150, 'md5': 'P+Xte21UNIJH1jyXtIiXmA==', 'fsize': 737482, 'resto': 8224436}, {'no': 8226012, 'now': '12/12/22(Mon)05:26:45', 'name': 'Anonymous', 'com': '<a href=""#p8225350"" class=""quotelink"">&gt;&gt;8225350</a><br>bitch looks greasy as fuck', 'time': 1670840805, 'resto': 8224436}]",1670840805,,
66,8224479,12/11/22(Sun)22:47:58,Anonymous,https://youtu.be/mQk92JGcWdU<br>ꜱoy,1666620543837178,.webm,720,405,250,140,1670816878638867,1670816878,2ahVGwp4Q0aZZDiIjflQcg==,2363067,0,0,0,they-did-it-again,20,7,15.0,6.0,"[{'no': 8224664, 'now': '12/11/22(Sun)23:14:01', 'name': 'Anonymous', 'com': '<a href=""#p8224639"" class=""quotelink"">&gt;&gt;8224639</a><br>cut the first part where its all blank white', 'time': 1670818441, 'resto': 8224479}, {'no': 8224697, 'now': '12/11/22(Sun)23:17:39', 'name': 'Anonymous', 'com': '<a href=""#p8224664"" class=""quotelink"">&gt;&gt;8224664</a>', 'filename': 'DoTheSoyDance_1', 'ext': '.webm', 'w': 1080, 'h': 1920, 'tn_w': 70, 'tn_h': 125, 'tim': 1670818659588875, 'time': 1670818659, 'md5': 'oc34+iqO+sZ+WcL4TPP6ZQ==', 'fsize': 684737, 'resto': 8224479}, {'no': 8224739, 'now': '12/11/22(Sun)23:21:33', 'name': 'Anonymous', 'com': '<a href=""#p8224697"" class=""quotelink"">&gt;&gt;8224697</a><br>thats the good shit. thanks.', 'time': 1670818893, 'resto': 8224479}, {'no': 8224771, 'now': '12/11/22(Sun)23:25:45', 'name': 'Anonymous', 'com': '<a href=""#p8224479"" class=""quotelink"">&gt;&gt;8224479</a><br>Based OP squashing the filter for the 1-2-3.', 'time': 1670819145, 'resto': 8224479}, {'no': 8226010, 'now': '12/12/22(Mon)05:25:43', 'name': 'Anonymous', 'com': '<a href=""#p8224479"" class=""quotelink"">&gt;&gt;8224479</a><br>dahahahaha', 'time': 1670840743, 'resto': 8224479}]",1670840743,THEY DID IT AGAIN,
67,8169898,12/06/22(Tue)14:24:41,Anonymous,"<span class=""quote"">&gt;JWA</span>",screen-shot-2017-03-29-at-3-41-14-pm,.png,1966,1136,250,144,1670354681277032,1670354681,atuwFQTD8bLMEBF5sPyeaA==,2292457,0,0,0,jwa,203,20,198.0,20.0,"[{'no': 8224220, 'now': '12/11/22(Sun)22:07:40', 'name': 'Anonymous', 'com': '<a href=""#p8176644"" class=""quotelink"">&gt;&gt;8176644</a><br><span class=""quote"">&gt;&gt;Crazy Thunder Road (1980</span><br>I bet Shingo Takagi would love this movie', 'time': 1670814460, 'resto': 8169898}, {'no': 8224533, 'now': '12/11/22(Sun)22:54:59', 'name': 'Anonymous', 'com': '<a href=""#p8221416"" class=""quotelink"">&gt;&gt;8221416</a><br><span class=""quote"">&gt;All these modern time Japan celebs</span><br><span class=""quote"">&gt;And Nobunaga</span><br>Had a chuckle', 'time': 1670817299, 'resto': 8169898}, {'no': 8224916, 'now': '12/11/22(Sun)23:47:04', 'name': 'Anonymous', 'com': '<a href=""#p8224533"" class=""quotelink"">&gt;&gt;8224533</a><br>Nobunaga is a huge draw inside and outside Japan, no wonder people still idolize him today', 'time': 1670820424, 'resto': 8169898}, {'no': 8225795, 'now': '12/12/22(Mon)03:52:13', 'name': 'Anonymous', 'com': '<a href=""#p8201552"" class=""quotelink"">&gt;&gt;8201552</a><br>Hana and Alice', 'time': 1670835133, 'resto': 8169898}, {'no': 8226009, 'now': '12/12/22(Mon)05:24:56', 'name': 'Anonymous', 'com': '<a href=""#p8170133"" class=""quotelink"">&gt;&gt;8170133</a><br>Sonatine is', 'time': 1670840696, 'resto': 8169898}]",1670840696,,
68,8225398,12/12/22(Mon)01:21:06,Anonymous,,B8F9CE9D-5D8A-4776-A5FA-026AB5F539D7,.jpg,1170,679,250,145,1670826066815328,1670826066,434zAuaHwWaPyZleZ1VNIg==,665619,0,0,0,why-is-this-fat-larping-prairienigger-still,11,0,6.0,0.0,"[{'no': 8225727, 'now': '12/12/22(Mon)03:25:13', 'name': 'Anonymous', 'com': '<a href=""#p8225398"" class=""quotelink"">&gt;&gt;8225398</a><br><span class=""quote"">&gt;prairenigger</span><br>iroquois are from central new york', 'time': 1670833513, 'resto': 8225398}, {'no': 8225729, 'now': '12/12/22(Mon)03:25:59', 'name': 'Anonymous', 'com': '<a href=""#p8225398"" class=""quotelink"">&gt;&gt;8225398</a><br>another AEW pity hire', 'time': 1670833559, 'resto': 8225398}, {'no': 8225751, 'now': '12/12/22(Mon)03:33:52', 'name': 'Anonymous', 'com': '<a href=""#p8225398"" class=""quotelink"">&gt;&gt;8225398</a><br>he&#039;s based and he draws nuclear heat from podcast cuck drones', 'time': 1670834032, 'resto': 8225398}, {'no': 8226006, 'now': '12/12/22(Mon)05:22:32', 'name': 'Anonymous', 'com': '<a href=""#p8225398"" class=""quotelink"">&gt;&gt;8225398</a><br>Cuz she&#039;s sexy and has a big johnson.', 'time': 1670840552, 'resto': 8225398}, {'no': 8226007, 'now': '12/12/22(Mon)05:23:55', 'name': 'Anonymous', 'com': '<a href=""#p8225398"" class=""quotelink"">&gt;&gt;8225398</a><br>They&#039;re a decent gatekeeping monster and can be pretty funny.', 'time': 1670840635, 'resto': 8225398}]",1670840635,Why is this fat LARPing prairienigger still employed?,
69,8220724,12/11/22(Sun)14:37:53,Anonymous,"AND MAKING HIS WAY TO THE RING THE REIGNING<br><span class=""quote"">&gt;Claimed the vast majority if not all AEW critiques online were from bots WWE, and Vince, were paying to create</span><br><span class=""quote"">&gt;admits that his booking decisions are influenced with wanting to win Memeltzer&#039;s Booker of the Year award and not to sell tickets or make the best use of talent</span><br><span class=""quote"">&gt;claims and copes that he takes shots at the WWE because Warner Bros. gave him a book to read about competing</span><br><span class=""quote"">&gt;Gave Atom Smol BAYBAY a fucking 7 year contract to basically support his Twitch gaming platform, and his fight with anorexia</span><br><span class=""quote"">&gt;Bought ROH, a dead fed with literally no roster at that point, a library of footage that was filmed on a state of the art potato for more money than your average hamburger. Whether it was $4 or $40 million is simply a question of how much dick he took in getting raped, not if he got raped</span><br><span class=""quote"">&gt;Spent $100 million on a branded wrestling game with an engine, mocap, moveset and graphics from an early &#039;00&#039;s WWE game, just so one of his EVP&#039;s could fulfill a life long larp</span><br><span class=""quote"">&gt;Put his women&#039;s belt first on Atom Smol&#039;s wife to entice Smol to sign a 7 year contract. Shittaker then got an inflated head thinking she was an actual needle mover who could go in ring.</span><br><span class=""quote"">&gt;Then put the title on a prostitute mexican who sandbagged people and made merch about it</span><br><span class=""quote"">&gt;Had one his talents call him a fucking mark on TV, leaving everyone wondering if it was a work or shoot only to cool off any heat it generated by putting him in mothballs for months with no resolution to the initial act</span><br><span class=""quote"">&gt;Finally made his NJPW crossover event with zero build and twenty four 6 man tag matches</span><br><span class=""quote"">&gt;Signed Dbry, and then had him do exactly one good match with Omega before having him job to a slippery slide of dipshits that ended with Daniel &quot;Imma twink&quot; Garcia</span><br><span class=""quote"">&gt;had Jeff Hardy carny his way out of WWE to join his brother, so they could be fed to the Bucks only for the match to be hotshotted onto TV before Jeff got arrested again for relapsing</span>",1667453860059757,.jpg,1400,1400,250,250,1670787473282606,1670787473,EH2MXM9sB6us3UnGt+86Vw==,111958,0,0,0,the-2022-and-2023-kwab-of-the-year-award-winner,94,30,89.0,28.0,"[{'no': 8225534, 'now': '12/12/22(Mon)02:06:32', 'name': 'Anonymous', 'com': '<a href=""#p8225399"" class=""quotelink"">&gt;&gt;8225399</a><br>BASED', 'time': 1670828792, 'resto': 8220724}, {'no': 8225755, 'now': '12/12/22(Mon)03:34:43', 'name': 'Anonymous', 'com': '<a href=""#p8220724"" class=""quotelink"">&gt;&gt;8220724</a><br>BLESS OP. Please keep it up for at least once a week.', 'time': 1670834083, 'resto': 8220724}, {'no': 8225777, 'now': '12/12/22(Mon)03:44:31', 'name': 'Anonymous', 'com': 'Still Vince.', 'filename': '1661343377616137', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670834671020928, 'time': 1670834671, 'md5': 'ccwKxQC8dLmcwAOuLQovTA==', 'fsize': 3034318, 'resto': 8220724}, {'no': 8225815, 'now': '12/12/22(Mon)03:59:54', 'name': 'Anonymous', 'com': '<a href=""#p8225777"" class=""quotelink"">&gt;&gt;8225777</a>', 'filename': 'AEW ratings', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670835594030631, 'time': 1670835594, 'md5': 'oxxBVq0QusJ1Zu8o2xtJQA==', 'fsize': 2976708, 'resto': 8220724}, {'no': 8225990, 'now': '12/12/22(Mon)05:14:22', 'name': 'Anonymous', 'com': '<a href=""#p8220724"" class=""quotelink"">&gt;&gt;8220724</a><br>NEVER STOP KWABING TONY!', 'time': 1670840062, 'resto': 8220724}]",1670840062,THE 2022 AND 2023 KWAB OF THE YEAR AWARD WINNER TONY KHAN,
70,8225601,12/12/22(Mon)02:38:33,Anonymous,"Dave Meltzer and Bryan Alvarez believe Rush and Dralistico took liberties during ROH: Final Battle after losing to AR Fox and Blake Christensen in controversial circumstances.<br><br>The match ended with Dralistico was counted as pinned in spite of clearly kicking out before the three count. After the match, Rush and Dralistico picked up chairs and attacked their victorious opponents. Meltzer and Alvarez believe the post match was unsafe and possibly not agreed to. <br><br>&quot;They were hitting them in the head. I didn&#039;t like that at all.&quot; Meltzer said on wrestling observer radio, while Alvarez believed there might have been an &quot;unprotected chairshot to the head&quot;.<br><br>Alvarez was unsure of the circumstances around the ending but speculated that &quot;Dralistico didn&#039;t want to do the job&quot;, so went into business for himself and raised his shoulder and then improvised the ending. Meltzer said that was his assumption as to what happened, as it would have made sense for the match to end at the point the controversial pin happened. Meltzer went on, eventually managing to describe why he believed the incident happened.<br><br>&quot;You know, those guys, y-you know, in Mexico a lot of the time these guys, especially stars in Mexico, they kind of get away with what they want. And you know the promoters can&#039;t control them because they&#039;re independents and things like that, and I think they think that here is Mexico.&quot; <br><br>Alvarez believed they needed to be punished. <br><br>&quot;Well it&#039;s not (Mexico). And someone needs to lay the hammer down on whatever happened here.&quot;",autistic_dave,.webm,852,480,250,140,1670830713800923,1670830713,mCkFq56WCxjdzWx2UP34JQ==,1134664,0,0,0,bad-news,32,2,27.0,2.0,"[{'no': 8225870, 'now': '12/12/22(Mon)04:16:59', 'name': 'Anonymous', 'com': '<a href=""#p8225601"" class=""quotelink"">&gt;&gt;8225601</a><br>more made-up takes from these two', 'time': 1670836619, 'resto': 8225601}, {'no': 8225884, 'now': '12/12/22(Mon)04:22:46', 'name': 'Anonymous', 'com': 'Why are you all discussing OP&#039;s fanfic like it&#039;s real?', 'time': 1670836966, 'resto': 8225601}, {'no': 8225886, 'now': '12/12/22(Mon)04:23:38', 'name': 'Anonymous', 'com': '<a href=""#p8225884"" class=""quotelink"">&gt;&gt;8225884</a><br>Watch the end of the match for yourself. it&#039;s pretty spot on. Fox is getting the shit beat out of him and is confused as to why. it&#039;s pretty fucking hilarious', 'time': 1670837018, 'resto': 8225601}, {'no': 8225914, 'now': '12/12/22(Mon)04:37:28', 'name': 'Anonymous', 'com': '<a href=""#p8225886"" class=""quotelink"">&gt;&gt;8225886</a><br>clip it', 'time': 1670837848, 'resto': 8225601}, {'no': 8225987, 'now': '12/12/22(Mon)05:13:05', 'name': 'Anonymous', 'com': '<a href=""#p8225914"" class=""quotelink"">&gt;&gt;8225914</a><br>I don&#039;t know how too maybe someone else can go on a wrestling site and clip the last 2 minutes or so', 'time': 1670839985, 'resto': 8225601}]",1670839985,[Bad News],
71,8222433,12/11/22(Sun)18:21:50,Anonymous,,FjlPtgMWQAEvC2-,.jpg,1600,1065,250,166,1670800910136780,1670800910,04wwEM1+4skZTHp6SwaGCQ==,262879,0,0,0,name-a-better-tag-team,55,5,50.0,5.0,"[{'no': 8225643, 'now': '12/12/22(Mon)02:54:24', 'name': 'Anonymous', 'com': '<a href=""#p8225516"" class=""quotelink"">&gt;&gt;8225516</a><br>Worked', 'time': 1670831664, 'resto': 8222433}, {'no': 8225880, 'now': '12/12/22(Mon)04:21:24', 'name': 'Anonymous', 'com': '<a href=""#p8222433"" class=""quotelink"">&gt;&gt;8222433</a><br><span class=""quote"">&gt;Great in NXT with an interesting gimmick and an amazing finisher</span><br><span class=""quote"">&gt;Misused on the main roster, but still good with what they had</span><br> <span class=""quote"">&gt;Go to aew, throwing out their great gimmick and use the worst tag finisher ever</span><br><span class=""quote"">&gt;Eventually re-introduce their old finisher</span><br><span class=""quote"">&gt;Never adopts an actual gimmick</span><br><span class=""quote"">&gt;Never in any stories that go beyond wrestling for wrestling sake</span><br><span class=""quote"">&gt;One member becomes fagpol incarnate</span><br>At this point, just about any team in wwe, as sad as that is.', 'time': 1670836884, 'resto': 8222433}, {'no': 8225892, 'now': '12/12/22(Mon)04:27:34', 'name': 'Anonymous', 'com': '<a href=""#p8222433"" class=""quotelink"">&gt;&gt;8222433</a><br><span class=""quote"">&gt;muh bret socks</span><br><br>No wonder these guys are.so boring', 'time': 1670837254, 'resto': 8222433}, {'no': 8225900, 'now': '12/12/22(Mon)04:31:28', 'name': 'Anonymous', 'com': '<a href=""#p8222515"" class=""quotelink"">&gt;&gt;8222515</a><br>Who?', 'time': 1670837488, 'resto': 8222433}, {'no': 8225984, 'now': '12/12/22(Mon)05:10:36', 'name': 'Anonymous', 'com': '<a href=""#p8222433"" class=""quotelink"">&gt;&gt;8222433</a><br>Hardy Boys<br>E&amp;C<br>Road Warriors<br>Demolition<br>Dudleyz<br>America&#039;s Most Wanted<br>New Age Outlaws<br>The Wild Samoans<br>The Headshrinkers<br>Beer Money<br>Sabu and RVD<br>Public Enemy<br>APA<br>Billy and Chuck<br>Chavo and Eddie<br>Steiner Bros<br>Harlem Heat<br>American Alphas<br>World&#039;s Greatest Tag Team<br>The Backseat Boyz<br>Hart Foundation<br>The Outsiders<br>Kane and X-Pac<br>Jerishow<br>H8 Club<br>Brothers of Destruction<br>ICP<br>Chris Candito and Lance Storm<br>Legacy<br>David Flair and Crowbar<br>The British Bulldogs<br>Test and Albert<br>Big Show and Kane<br>The Nasty Boys<br>Samoan Swat Team<br>Billy Kidman and Rey Rey<br>Hollywood Blondes <br>Lance Cade and Trevor Murdoch', 'time': 1670839836, 'resto': 8222433}]",1670839836,NAME A BETTER TAG TEAM,
72,8224675,12/11/22(Sun)23:15:11,Anonymous,"My name is Taki Funkybushi, and I love to dance! Hit it!",DoTheSoyDance,.webm,1080,1920,140,250,1670818511278585,1670818511,QYgXDncMBdfsaWSuQTPEjg==,749976,0,0,0,my-name-is-taki-funkybushi-and-i-love-to-dance,9,2,4.0,1.0,"[{'no': 8224717, 'now': '12/11/22(Sun)23:19:27', 'name': 'Anonymous', 'com': '<a href=""#p8224675"" class=""quotelink"">&gt;&gt;8224675</a><br><span class=""quote"">&gt;more threads the last 15 minutes about the SÖY commercial than have been about wrestlekingdom thats in 2 weeks</span><br>HAHAHAHAHAHAHAHA WHAT AN ICE COLD GARBAGE FED', 'filename': '1641449828800', 'ext': '.jpg', 'w': 382, 'h': 297, 'tn_w': 125, 'tn_h': 97, 'tim': 1670818767198501, 'time': 1670818767, 'md5': 'sa0Me9Gd1PIoBGL7JzdzsQ==', 'fsize': 10185, 'resto': 8224675}, {'no': 8224720, 'now': '12/11/22(Sun)23:19:34', 'name': 'Anonymous', 'com': 'Based, soi is a good and sustainable source of protein. Only chuds cling to a long-debunked conspiracy theory about estrogen in soi while they gulp down their (estrogen-filled) cows milk', 'time': 1670818774, 'resto': 8224675}, {'no': 8225952, 'now': '12/12/22(Mon)04:55:29', 'name': 'Anonymous', 'com': '<a href=""#p8224675"" class=""quotelink"">&gt;&gt;8224675</a>', 'time': 1670838929, 'resto': 8224675}, {'no': 8225969, 'now': '12/12/22(Mon)05:02:10', 'name': 'Anonymous', 'com': '<a href=""#p8224675"" class=""quotelink"">&gt;&gt;8224675</a><br><span class=""quote"">&gt;Kushida left WWE for this</span>', 'time': 1670839330, 'resto': 8224675}, {'no': 8225971, 'now': '12/12/22(Mon)05:02:59', 'name': 'Anonymous', 'com': '<a href=""#p8224675"" class=""quotelink"">&gt;&gt;8224675</a><br>This one goes in the nu jamal folder', 'time': 1670839379, 'resto': 8224675}]",1670839379,,
73,8181453,12/07/22(Wed)16:14:48,Anonymous,"Socials<br>https://twitter.com/stardom_momo<br>https://www.instagram.com/stardom_m<wbr>omo/<br>https://www.youtube.com/playlist?li<wbr>st=PLCs8EA-kFD1gZeNMJbi7ptpszbSnmqZ<wbr>tf<br><br><span class=""quote"">&gt;Momo NumberWeb photo gallery (March 8th, 2022)</span><br>https://mega.nz/folder/NrwEzB7B#2RV<wbr>kkLc9MlUVsvEJju829Q<br><br><span class=""quote"">&gt;Momobros</span><br>Oedo Tai<br>Mayu Iwatani<br>Syuri<br>Konami<br>Jungle Kyona<br>Iyo Sky / Io Shirai<br>Saki&#039;s momma<br>(You)<br><br>Previous <a href=""/pw/thread/8140637#p8140637"" class=""quotelink"">&gt;&gt;8140637</a>",1670329085674296(1),.jpg,1536,2048,187,250,1670447688150114,1670447688,nrxKi0/KGFWKDWEvapkRCg==,900064,0,0,0,momo-and-the-momobros-general-fashion-icons,188,75,183.0,71.0,"[{'no': 8225017, 'now': '12/12/22(Mon)00:02:50', 'name': 'Anonymous', 'com': 'tonguechads we&#039;re back!', 'filename': 'Fjdv-ITVEAAq-dT', 'ext': '.jpg', 'w': 1536, 'h': 2048, 'tn_w': 93, 'tn_h': 125, 'tim': 1670821370434074, 'time': 1670821370, 'md5': 'y6Ze1+SHwfNuGy/hAV2sIg==', 'fsize': 1113713, 'resto': 8181453}, {'no': 8225032, 'now': '12/12/22(Mon)00:04:41', 'name': 'Anonymous', 'com': '<a href=""#p8224860"" class=""quotelink"">&gt;&gt;8224860</a><br>best wrestler in the world btw', 'filename': 'FbjIYWNUEAEwW8K', 'ext': '.jpg', 'w': 791, 'h': 854, 'tn_w': 115, 'tn_h': 125, 'tim': 1670821481414642, 'time': 1670821481, 'md5': 'HA+BdKBCIIcYyinqPsxxLQ==', 'fsize': 111908, 'resto': 8181453}, {'no': 8225841, 'now': '12/12/22(Mon)04:10:27', 'name': 'Anonymous', 'com': '<a href=""#p8225032"" class=""quotelink"">&gt;&gt;8225032</a><br>naturally', 'filename': 'FjMBNe3aEAEjSTk', 'ext': '.jpg', 'w': 4096, 'h': 3072, 'tn_w': 125, 'tn_h': 93, 'tim': 1670836227565108, 'time': 1670836227, 'md5': '723BPvmxNmNXvtQKRmnHUg==', 'fsize': 3527542, 'resto': 8181453}, {'no': 8225959, 'now': '12/12/22(Mon)04:58:01', 'name': 'Anonymous', 'com': '<a href=""#p8220025"" class=""quotelink"">&gt;&gt;8220025</a>', 'filename': '【スターダム】渡辺桃が葉月に勝利で決勝戦進出阻止！『また私に負けてアイツはいつになったら完全復活するんだよ。私はその日がすげー楽しみだよ。』-5★STAR GP優勝決定戦大会-【STARDOM?', 'ext': '.webm', 'w': 854, 'h': 480, 'tn_w': 125, 'tn_h': 70, 'tim': 1670839081367534, 'time': 1670839081, 'md5': 'HiOOg2Gy30Ira4lMMKRknQ==', 'fsize': 2814026, 'resto': 8181453}, {'no': 8225965, 'now': '12/12/22(Mon)05:00:56', 'name': 'Anonymous', 'com': '<a href=""#p8225032"" class=""quotelink"">&gt;&gt;8225032</a><br>Third after Bryan Danielson and Shingo Takagi', 'time': 1670839256, 'resto': 8181453}]",1670839256,/Momo/ and the Momobros General - Fashion icons edition,
74,8155775,12/05/22(Mon)03:34:00,Anonymous,Is this an appropriate physique for a company Ace?,31173BB3-1C75-4EC8-A234-7599B1F5CD77,.jpg,1920,1080,250,140,1670229240784202,1670229240,IhgvjEqznnniNltT6Vx1vQ==,364700,0,0,1,is-this-an-appropriate-physique-for-a-company-ace,274,150,269.0,150.0,"[{'no': 8223775, 'now': '12/11/22(Sun)21:03:15', 'name': 'Anonymous', 'com': '<a href=""#p8155775"" class=""quotelink"">&gt;&gt;8155775</a><br>love my alcoholic wife', 'time': 1670810595, 'resto': 8155775}, {'no': 8224007, 'now': '12/11/22(Sun)21:38:33', 'name': 'Anonymous', 'com': 'Utami Hayashishishishishishishishishishis<wbr>hishishishishishishishishishishishi<wbr>shishishishishishishishishishita', 'time': 1670812713, 'resto': 8155775}, {'no': 8224340, 'now': '12/11/22(Sun)22:26:22', 'name': 'Anonymous', 'com': '<a href=""#p8155792"" class=""quotelink"">&gt;&gt;8155792</a><br>I agree with you on this one', 'time': 1670815582, 'resto': 8155775}, {'no': 8225245, 'now': '12/12/22(Mon)00:43:28', 'name': 'Anonymous', 'com': '<a href=""#p8224340"" class=""quotelink"">&gt;&gt;8224340</a><br>same', 'time': 1670823808, 'resto': 8155775}, {'no': 8225941, 'now': '12/12/22(Mon)04:51:03', 'name': 'Anonymous', 'com': '<a href=""#p8223069"" class=""quotelink"">&gt;&gt;8223069</a><br>Could you elaborate? Does she remind you of Japan, because you visited it when you were a kid or something?', 'time': 1670838663, 'resto': 8155775}]",1670838663,,
75,8225926,12/12/22(Mon)04:46:07,Anonymous,Explain this,Screenshot 2022-12-12 at 09-44-55 Top 10 Biggest Draws In The Monday Night Wars March 1999,.png,1338,701,250,130,1670838367635880,1670838367,XtwDKYu6abzwBQZNhwOJ3A==,1243782,0,0,0,explain-this,1,0,,,"[{'no': 8225929, 'now': '12/12/22(Mon)04:47:10', 'name': 'Anonymous', 'com': 'WCW sucked.', 'time': 1670838430, 'resto': 8225926}]",1670838430,,
76,8223521,12/11/22(Sun)20:36:08,Anonymous,What&#039;s the maddest wrestling has ever made you? What made that inner mark come out and made you throw a tantrum?,1II11II1II1I,.png,708,673,250,237,1670808968251097,1670808968,HcZAe6FV0+cGFhRSiA9d/A==,941679,0,0,0,whats-the-maddest-wrestling-has-ever-made-you,30,7,25.0,5.0,"[{'no': 8224520, 'now': '12/11/22(Sun)22:53:36', 'name': 'Anonymous', 'com': '<a href=""#p8223521"" class=""quotelink"">&gt;&gt;8223521</a><br>Almost all of things that have gotten me shoot pissed have involved how they treat Ray sometimes.', 'filename': 'cenavsrey', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670817216464313, 'time': 1670817216, 'md5': '5JRzOpW0Xp2U7aDcBDE4pg==', 'fsize': 448112, 'resto': 8223521}, {'no': 8224534, 'now': '12/11/22(Sun)22:55:01', 'name': 'Anonymous', 'com': '<a href=""#p8224520"" class=""quotelink"">&gt;&gt;8224520</a><br>I don&#039;t understand how they couldn&#039;t wait a single week and had to do it in the same night', 'time': 1670817301, 'resto': 8223521}, {'no': 8224789, 'now': '12/11/22(Sun)23:28:05', 'name': 'Anonymous', 'com': '<a href=""#p8223521"" class=""quotelink"">&gt;&gt;8223521</a><br>In recent memory, I was shoot seething at the first dynamite following Brawl Out. The momentum going into was that of the most exciting wrestling happening in many years, even the AEW debut didn&#039;t get as much buzz as that, because it was real. It was a real opportunity to finally make an impact and change the nosediving direction of the art in a meaningful way. And then we had a ten minute firm promo, a sizeable splatter of shit in the biggest wet fart in the history of pro wrestling. I understand the legal issues stopping you from properly working the event into a shoot, but come on man, grow some balls, book on coke, be daring, create excitement, do ANYTHING other than that particular show. It completely killed any goodwill I had for Tony as a booker right then and there, and affirmed that things are going to remain sterile for a long, tiresome stretch of time. No direction whatsoever. An exceedingly rare nurturing fire was put out by dumping a bucket of diarrhea on it that day. It was like killing the last dodo on earth because you were too anxious about taking care of it.', 'time': 1670819285, 'resto': 8223521}, {'no': 8225749, 'now': '12/12/22(Mon)03:33:19', 'name': 'Anonymous', 'com': 'when I was a young Mark the 2015 Royal Rumble made me seethe', 'filename': 'Screen_Shot_2015-01-25_at_7.49.00_PM.0.0', 'ext': '.jpg', 'w': 1200, 'h': 800, 'tn_w': 125, 'tn_h': 83, 'tim': 1670833999070146, 'time': 1670833999, 'md5': 'HHkhRPxPmdNAeuLe9VrcDg==', 'fsize': 184365, 'resto': 8223521}, {'no': 8225925, 'now': '12/12/22(Mon)04:44:59', 'name': 'Anonymous', 'com': '<a href=""#p8223521"" class=""quotelink"">&gt;&gt;8223521</a><br>Wasn&#039;t really mad, but I remember when the boring bland fat boy usos had been tag champs for sixth or seventh time already and the fashion police carried a feud against them by themselves, did great promo after promo &amp; also did literally everything to make the match for the belts entertaining and then the drink driving scumbag island niger&#039;s still went over.', 'time': 1670838299, 'resto': 8223521}]",1670838299,,
